jd, h2o, co2, dust
2455507.881725 3.42675539022024e-05 1.793915462139179e-05 1.793915462139179e-05
2455507.8914474 3.515312491394618e-05 2.068820256429722e-05 2.068820256429722e-05
2455507.9025586 3.223098120581695e-05 1.9167281056617552e-05 1.9167281056617552e-05
2455507.912281 3.9346229914350646e-05 1.5754029445066365e-05 0.00030095107081955333
2455507.9233923 3.305772927978739e-05 1.3834290985286966e-05 0.0005207237270805896
2455507.93311 3.6975645876062706e-05 1.7552125855382855e-05 0.00047127111986164404
2455507.9442248 3.8916286411841135e-05 1.7887852122674275e-05 0.00032102583689914456
2455507.9539472 3.8018193733171325e-05 1.3178387309904388e-05 0.0002481151623535238
2455507.9650584 3.553543702287983e-05 1.4912630656060073e-05 0.0005783388602854314
2455507.9747808 3.498662713519742e-05 1.0679070275394794e-05 0.0005650220358748446
2455507.985892 3.5729144244438466e-05 1.5464496362379055e-05 0.0003791551454527173
2455507.9956144 3.430664432272097e-05 1.1369462328243622e-05 0.000230821237685737
2455508.0067256 3.10402500949034e-05 1.298195370296014e-05 0.0004981807317419863
2455508.0164469 3.079809567720738e-05 1.757011363301551e-05 0.0004524751212247512
2455508.0275582 3.107171964801161e-05 1.4413402591246462e-05 0.00031607360551393136
2455508.0372806 3.771031501197786e-05 1.4319876234294637e-05 0.000303089955976501
2455508.0483918 2.93761557315049e-05 1.5856850707427068e-05 0.0006828670010492238
2455508.0581095 0.0 0.0 0.0
2455508.0692255 2.824087103321222e-05 1.7149141545953545e-05 0.0004265377600517364
2455508.0789467 3.6793472274585336e-05 2.4267266231983765e-05 0.0002939753778154916
2455508.0900579 3.8072129103932186e-05 2.296782584904046e-05 0.0005224145785144701
2455508.0997803 3.4247542784555026e-05 2.849977108706951e-05 0.0004543174388734292
2455508.1108916 4.4560743503018044e-05 2.5180692216311865e-05 0.00033622374180393476
2455508.1206139 4.261672967843467e-05 2.7913411711029827e-05 0.0003270236661745857
2455508.1317252 2.1149616807508576e-05 1.1147205867286346e-05 0.0006191774482605826
2455508.1414465 4.764205390587869e-05 3.5621544959401596e-05 0.0006663538116061171
2455508.1525578 5.2686226738420354e-05 3.985223876081552e-05 0.00046505158159392684
2455508.1622801 5.8348084573541215e-05 4.600121685543208e-05 0.0003002376820618304
2455508.1733914 5.5817318228448466e-05 5.0882904989770004e-05 0.0005312197699278121
2455508.1831091 5.547915202696037e-05 4.7030255798550624e-05 0.0005262168724856956
2455508.1942249 5.5660249611658056e-05 5.143661336133943e-05 0.00043437948181060436
2455508.2039462 6.347050776587409e-05 5.275339243052327e-05 0.0004000446431676219
2455508.2150575 5.663605745430467e-05 5.607785636669617e-05 0.0006941586110777682
2455508.2247799 6.411133501731956e-05 6.226169161869911e-05 0.0006899252991649103
2455508.2358911 6.617604434006128e-05 6.20604526685546e-05 0.0004733723176966377
2455508.2456135 7.161004249817655e-05 5.76834670679591e-05 0.0003118383291105892
2455508.2567248 6.912483258452088e-05 6.078828395621328e-05 0.0005331434425124538
2455508.2664461 6.689298636727797e-05 6.102098070264417e-05 0.0005399421893735748
2455508.2775572 7.14523332562755e-05 6.778472461915742e-05 0.00045786113887836015
2455508.2872796 7.892885464152231e-05 6.660300818589318e-05 0.0004250882990429849
2455508.2983909 6.69779772925554e-05 5.8225472114721075e-05 0.0007441806148555937
2455508.3081086 7.46578201285666e-05 6.133313298265353e-05 0.0007111246099464752
2455508.3192245 8.013583513121859e-05 6.034778969165937e-05 0.0004140245505705434
2455508.3289469 7.871756752072712e-05 6.036586412546594e-05 0.00020335393045168754
2455508.3400571 7.823668226002163e-05 5.6674345349109444e-05 0.000502383346696517
2455508.3497794 6.866360743941976e-05 5.457280594084305e-05 0.0005386827441667676
2455508.3608907 6.970673834766742e-05 4.889234688998479e-05 0.0004874313287001244
2455508.3706131 6.733500772836008e-05 4.9157658688294443e-05 0.0004627520047006372
2455508.3817243 5.7428197702744034e-05 4.499915092834704e-05 0.0006905715057949899
2455508.3914466 6.639155685775662e-05 4.671032064343172e-05 0.0006045769042525185
2455508.4025568 7.186049639016425e-05 4.8764250566713383e-05 0.0004084722304120178
2455508.4122792 5.731247994068558e-05 4.257030386793754e-05 0.0002645363180467704
2455508.4233904 5.491213244110322e-05 4.163386401759009e-05 0.0004906988131304072
2455508.4331082 6.055771542160065e-05 3.644454178397913e-05 0.0003331933275911445
2455508.4476964 6.205587693266951e-05 3.344895373389686e-05 0.0003005770310419269
2455508.4574187 6.143831110563721e-05 3.94406576812006e-05 0.0004507359035428193
2455508.46853 5.117126898728003e-05 3.3258997263060176e-05 0.0006328446738668857
2455508.4782524 5.473619857949857e-05 2.9892552971971216e-05 0.000607910395317358
2455508.4893637 5.29175004176543e-05 2.8305895601272344e-05 0.0002797249376467357
2455508.4990859 5.092830771058499e-05 2.7464571927834336e-05 0.0002982951446954157
2455508.5101961 0.0 0.0 0.0
2455508.5199185 5.115071121038336e-05 2.7598198747229946e-05 0.0006078610890314993
2455508.5310297 4.787572778508307e-05 2.6846441713145956e-05 0.0004071758850995457
2455508.5407521 4.870666814201585e-05 1.9742185081692338e-05 0.00044959580042988644
2455508.5518634 4.357007148720723e-05 2.369842340828749e-05 0.0006151344299627473
2455508.5615812 4.555266125950534e-05 2.959500619272571e-05 0.0006080202220855259
2455508.5726958 4.322864702112992e-05 2.28937518698165e-05 0.00025950284109961573
2455508.5824183 3.925304843580094e-05 2.4875264307919594e-05 0.00029253607636595927
2455508.5935296 3.410003951766425e-05 2.0539753958354036e-05 0.0005185833153216051
2455508.6032519 3.779424331189591e-05 1.8696383602115935e-05 0.0006193752518043491
2455508.6143631 4.2452156040016824e-05 2.136971657512997e-05 2.136971657512997e-05
2455508.6240855 4.300067101050837e-05 2.1468816808775316e-05 2.1468816808775316e-05
2455508.6351969 3.546233570209524e-05 1.554662118768978e-05 1.554662118768978e-05
2455508.644918 3.4473970959821944e-05 2.17498499731851e-05 2.17498499731851e-05
2455508.6560293 4.406960633226932e-05 1.6212860019161114e-05 1.6212860019161114e-05
2455508.6657517 3.482531040206785e-05 1.621053814629926e-05 1.621053814629926e-05
2455508.676863 3.4437474314117384e-05 2.2096156885171473e-05 2.2096156885171473e-05
2455508.6865806 3.6878942181863366e-05 1.5173570384814757e-05 1.5173570384814757e-05
2455508.6976966 3.842551777166229e-05 1.801477091418866e-05 1.801477091418866e-05
2455508.7074178 3.717667804026802e-05 1.2754975052381521e-05 1.2754975052381521e-05
2455508.718529 3.699582672943555e-05 1.911926610284818e-05 1.911926610284818e-05
2455508.7282514 3.289344158864909e-05 1.932279814554648e-05 1.932279814554648e-05
2455508.7393627 3.7801545070497336e-05 1.7323520903808975e-05 1.7323520903808975e-05
2455508.7490851 3.796415417649889e-05 1.8389401993477846e-05 1.8389401993477846e-05
2455508.7601963 3.3523008870889955e-05 1.7889183591635165e-05 1.7889183591635165e-05
2455508.7699175 3.3342086545515424e-05 1.5125735458355375e-05 1.5125735458355375e-05
2455508.7810289 3.1811469320595676e-05 1.9617846953238705e-05 1.9617846953238705e-05
2455508.7907511 3.7498182294997476e-05 2.0449158059019795e-05 2.0449158059019795e-05
2455508.8018625 3.0505777973489944e-05 2.1356193670699195e-05 2.1356193670699195e-05
2455508.8115802 3.8162640150376526e-05 2.0891910463996883e-05 2.0891910463996883e-05
2455508.8226962 4.315531406863876e-05 2.233077663994168e-05 2.233077663994168e-05
2455508.8324173 4.340962613548423e-05 2.58495265458084e-05 2.58495265458084e-05
2455508.8435286 3.102024399827656e-05 1.8770399477931733e-05 1.8770399477931733e-05
2455508.853251 3.650770551464112e-05 2.4002525953215237e-05 2.4002525953215237e-05
2455508.8643623 3.568396940788272e-05 2.5430671624141568e-05 2.5430671624141568e-05
2455508.8740846 3.7461337570360146e-05 2.243513186093331e-05 2.243513186093331e-05
2455508.8851959 3.3681559145716576e-05 2.3308256021932188e-05 2.3308256021932188e-05
2455508.8949171 4.3553300950309474e-05 2.539889198840433e-05 2.539889198840433e-05
2455508.9060285 4.14368755642133e-05 2.521655442248728e-05 2.521655442248728e-05
2455508.9157507 4.110392891616198e-05 2.656477400777414e-05 2.656477400777414e-05
2455508.9268621 3.801025606548901e-05 2.6835255926784048e-05 2.6835255926784048e-05
2455508.9365798 4.114375354810325e-05 3.639423374346102e-05 3.639423374346102e-05
2455508.9476956 4.6081060393233635e-05 3.346940371555939e-05 3.346940371555939e-05
2455508.957418 4.881486251062503e-05 2.9309202147709088e-05 2.9309202147709088e-05
2455508.9685282 4.248309667996799e-05 3.0401560570866343e-05 3.0401560570866343e-05
2455508.9782506 4.456504038588219e-05 3.833516825919624e-05 3.833516825919624e-05
2455508.9893618 4.405877617610416e-05 3.934439244012639e-05 3.934439244012639e-05
2455508.9990842 4.162711717581631e-05 3.264447519646243e-05 3.264447519646243e-05
2455509.0101955 4.330999297608881e-05 4.151876887012006e-05 4.151876887012006e-05
2455509.0199178 4.687960610713866e-05 3.632119135421733e-05 3.632119135421733e-05
2455509.0310279 4.4195743724752024e-05 4.26552474851382e-05 4.26552474851382e-05
2455509.0407503 4.810654863175651e-05 4.515585692638069e-05 4.515585692638069e-05
2455509.0518615 4.965290068611261e-05 4.2103082584668555e-05 4.2103082584668555e-05
2455509.0615793 4.655853367198532e-05 4.6515963839024954e-05 4.6515963839024954e-05
2455509.0761686 0.0 0.0 0.0
2455509.0858911 4.461281957185777e-05 4.520072306527464e-05 4.520072306527464e-05
2455509.0970022 4.39147818866153e-05 4.494188653036933e-05 4.494188653036933e-05
2455509.1067246 4.8259068232077845e-05 4.822868503558944e-05 4.822868503558944e-05
2455509.1178359 5.2197755232873434e-05 5.021970134771027e-05 5.021970134771027e-05
2455509.1275583 4.948253514750912e-05 5.094715505462012e-05 5.094715505462012e-05
2455509.1386684 5.547927861107226e-05 5.0768878347782696e-05 5.0768878347782696e-05
2455509.1483908 5.2053494472962526e-05 5.003082318320486e-05 5.003082318320486e-05
2455509.1595021 4.47371253681739e-05 4.9111108421831454e-05 4.9111108421831454e-05
2455509.1692244 5.001691306801222e-05 4.5490549550072454e-05 4.5490549550072454e-05
2455509.1803357 3.854016421410749e-05 4.829093127864115e-05 4.829093127864115e-05
2455509.1900534 0.0 0.0 0.0
2455509.2011681 4.1833260960248146e-05 4.3985561813293566e-05 4.3985561813293566e-05
2455509.2108905 4.6196546859982214e-05 4.249269162905619e-05 4.249269162905619e-05
2455509.2220018 4.7256026910339e-05 3.516959369732392e-05 3.516959369732392e-05
2455509.2317242 3.941027978927262e-05 3.684638129478841e-05 3.684638129478841e-05
2455509.2428354 4.613341135134879e-05 3.48181854159849e-05 3.48181854159849e-05
2455509.2525578 4.540361545243939e-05 3.4054742440971084e-05 3.4054742440971084e-05
2455509.2636691 3.566029063869026e-05 3.1590973318282e-05 3.1590973318282e-05
2455509.2733903 4.1550263949468456e-05 2.8400091973259188e-05 2.8400091973259188e-05
2455509.2845015 3.850666423774059e-05 2.763353895388613e-05 2.763353895388613e-05
2455509.2942239 3.7146029889783085e-05 3.213746823687406e-05 3.213746823687406e-05
2455509.3053352 3.871838058948376e-05 3.0451267816140033e-05 3.0451267816140033e-05
2455509.3150529 3.8887582521946494e-05 2.572463282106772e-05 2.572463282106772e-05
2455509.3261688 4.6375199550984964e-05 2.4681264893090498e-05 2.4681264893090498e-05
2455509.33589 4.292091053198599e-05 2.434797508600711e-05 2.434797508600711e-05
2455509.3470014 4.2683323469744206e-05 2.346140843927739e-05 2.346140843927739e-05
2455509.3567236 3.887709090762176e-05 2.6243923388732616e-05 2.6243923388732616e-05
2455509.367835 3.990955666061652e-05 2.4219657024344354e-05 2.4219657024344354e-05
2455509.3775574 4.192961468777439e-05 1.8664692484729233e-05 1.8664692484729233e-05
2455509.3886686 3.212147478004725e-05 1.7983302499358523e-05 1.7983302499358523e-05
2455509.3983898 3.543732834944389e-05 1.7917270644362805e-05 1.7917270644362805e-05
2455509.4095011 3.959566235774617e-05 1.8871369582094383e-05 1.8871369582094383e-05
2455509.4192235 3.8059427159497745e-05 1.4349397254878616e-05 1.4349397254878616e-05
2455509.4303347 3.549733835754696e-05 2.157043161903301e-05 2.157043161903301e-05
2455509.4400525 3.391976150643479e-05 1.4472143049770168e-05 1.4472143049770168e-05
2455509.4511684 3.85941533095551e-05 1.763618077252761e-05 1.763618077252761e-05
2455509.4608896 3.632052949984018e-05 1.8521321280698244e-05 1.8521321280698244e-05
2455509.4720008 3.325512547284311e-05 1.4882430923904784e-05 1.4882430923904784e-05
2455509.4817232 3.3614970706993655e-05 1.778661757095417e-05 1.778661757095417e-05
2455509.4928346 3.505536926837718e-05 1.677112234538259e-05 1.677112234538259e-05
2455509.5025568 3.502199300969323e-05 1.9932878242794554e-05 1.9932878242794554e-05
2455509.5136681 2.998445351783358e-05 2.3837686576428396e-05 2.3837686576428396e-05
2455509.5233894 3.58801297657437e-05 2.211708357364308e-05 2.211708357364308e-05
2455509.5345007 3.4047297880713505e-05 2.5083219689115312e-05 2.5083219689115312e-05
2455509.5442229 4.150972364430568e-05 3.045000744891626e-05 3.045000744891626e-05
2455509.5553343 3.333451902925765e-05 2.4862225498731948e-05 2.4862225498731948e-05
2455509.565052 3.7545080802527884e-05 3.150547376558372e-05 3.150547376558372e-05
2455509.5761678 3.994783959882371e-05 3.0318758737345633e-05 3.0318758737345633e-05
2455509.5858903 4.1684937870172226e-05 3.10656222874093e-05 3.10656222874093e-05
2455509.5970004 3.5852423542019295e-05 3.259576614873534e-05 3.259576614873534e-05
2455509.6067228 4.4957182648558865e-05 3.433459525717833e-05 3.433459525717833e-05
2455509.617834 4.622864837015024e-05 3.6568491547656846e-05 3.6568491547656846e-05
2455509.6275564 3.542712723826022e-05 3.1515938294997084e-05 3.1515938294997084e-05
2455509.6386677 3.754976188008914e-05 3.459830826875307e-05 3.459830826875307e-05
2455509.64839 4.306421219840053e-05 3.360873030150825e-05 3.360873030150825e-05
2455509.6595002 4.733888351031894e-05 3.962988815692046e-05 3.962988815692046e-05
2455509.6692225 4.779819560553654e-05 4.132434842205893e-05 4.132434842205893e-05
2455509.6803338 5.963903213477982e-05 3.8493414003432264e-05 3.8493414003432264e-05
2455509.6900515 5.3637497261596654e-05 3.736226398094424e-05 3.736226398094424e-05
2455509.7046397 0.0 0.0 0.0
2455509.7143621 5.5233918655299866e-05 3.9861061961404056e-05 3.9861061961404056e-05
2455509.7254733 5.0464165684796344e-05 3.7504905288944474e-05 3.7504905288944474e-05
2455509.7351957 4.9348420387116925e-05 3.8000795840565414e-05 3.8000795840565414e-05
2455509.746307 5.844731846876871e-05 3.7126676807340786e-05 3.7126676807340786e-05
2455509.7560294 5.665280673935159e-05 4.097557124975011e-05 4.097557124975011e-05
2455509.7671395 5.649082262138091e-05 3.3103334330812904e-05 3.3103334330812904e-05
2455509.7768618 5.259652553488134e-05 3.7558313885836934e-05 3.7558313885836934e-05
2455509.7879731 5.6278135316149215e-05 2.8435183564830255e-05 0.00027866198995759206
2455509.7976956 5.0830215786165215e-05 3.123775382941779e-05 0.000374863310645535
2455509.8088067 5.252009383364713e-05 3.038791572711262e-05 0.0005513224347194221
2455509.8185245 0.0 0.0 0.0
2455509.8296393 5.530722784515078e-05 3.1506455614967635e-05 0.00048806020268718844
2455509.8393616 4.4195865640940404e-05 2.8861334154695224e-05 0.0005576785829234309
2455509.8504729 4.777659671246317e-05 2.2422868767452105e-05 0.0004993798990832886
2455509.8601953 4.845710623973841e-05 2.3041588438278124e-05 0.00039610683361993677
2455509.8713065 4.297448646022278e-05 2.302401843304012e-05 0.0003318709875866801
2455509.8810289 4.795667303727396e-05 2.725384313562536e-05 0.0004197636222902379
2455509.8921402 5.4495813597535615e-05 2.5796681932022872e-05 0.0005437015362418227
2455509.9018614 4.839091547841524e-05 2.7465986868380786e-05 0.0005403280701549425
2455509.9129726 3.68161554065708e-05 1.8360086962713235e-05 0.00045973745311429825
2455509.922695 3.222903789091585e-05 2.2967108964069632e-05 0.0004903475950352196
2455509.9338063 3.2070338136308595e-05 2.056604012643246e-05 0.0004909998521893906
2455509.9435241 3.5982625933798915e-05 1.879440437388788e-05 0.00038927125513813865
2455509.9546399 2.9330726107325157e-05 1.5174609111880655e-05 0.0002822026443311229
2455509.9643612 3.368320484062947e-05 1.4108612380981706e-05 0.00037588087058038663
2455509.9754724 3.691368435224274e-05 2.179125599055286e-05 0.0005474008933972607
2455509.9851947 2.9309811597409585e-05 1.852357832108623e-05 0.0005357084642075265
2455509.996306 3.569431852861104e-05 1.6439699130089734e-05 0.00043390181090065326
2455510.0060284 3.427803540173662e-05 1.5889911973774072e-05 0.00042015374362552394
2455510.0171398 3.305351394743506e-05 1.5826025003607495e-05 0.0004852446356969382
2455510.0268609 2.9551193941207443e-05 1.2090163381458308e-05 0.00039094617951643577
2455510.0379722 3.38689009274569e-05 1.860885777534909e-05 0.0002570930882903467
2455510.0476946 3.629907325913284e-05 1.519816554951111e-05 0.00036755335487926574
2455510.0588058 2.8598050747543405e-05 1.3350449288151641e-05 0.0005585934312894042
2455510.0685235 3.0924717208942346e-05 1.5901924493514297e-05 0.0005230412091817269
2455510.0796395 3.0475338206861522e-05 1.5185801123493447e-05 0.00041543928551513614
2455510.0893607 3.176394120379405e-05 1.6406106539666732e-05 0.0004379660130297758
2455510.1004719 2.8260186232548355e-05 1.2490242635277862e-05 0.0005158318734241731
2455510.1101943 3.0723866108183285e-05 1.2227706676775492e-05 0.00037511805184215776
2455510.1213056 2.811378801412725e-05 9.443176857408822e-06 0.00023247434749459984
2455510.131028 2.761408740719558e-05 1.1892588081601337e-05 0.00034763159211327046
2455510.1421392 2.618304566976714e-05 1.530273309164202e-05 0.0005456166660108934
2455510.1518604 2.7574096000663955e-05 1.6401798638715162e-05 0.0005112656882044443
2455510.1629718 2.4816715680041245e-05 1.3269363020820823e-05 0.00040744037409215614
2455510.172694 2.3042428202339225e-05 1.1275808817348796e-05 0.0004686478361480597
2455510.1838054 1.9166637633688253e-05 6.143817345856395e-06 0.0004899886177248597
2455510.1935231 2.102812000470708e-05 8.518354601040356e-06 0.00030905916386644514
2455510.204639 3.0552994695704305e-05 7.872990316045292e-06 0.0001671248383251724
2455510.2143613 2.038536183995316e-05 1.1425865568670309e-05 0.0004002467253168269
2455510.2254715 1.920379825980643e-05 2.7067641736739625e-06 0.0005268468004015521
2455510.2351939 1.312999673976601e-05 7.90953336789931e-06 0.00046882624263753895
2455510.2463051 2.1972115296191823e-05 2.577855549689063e-06 0.00038909630941406253
2455510.2560275 2.6509195700589106e-05 8.908231327716644e-06 0.0003834101913308989
2455510.2671388 2.2372518729573142e-05 5.824481559820211e-06 0.0004511835835762705
2455510.2768612 2.2157228020875014e-05 4.407021597389965e-06 0.00036080623913712273
2455510.2879712 2.5335296155332212e-05 5.26718276240463e-06 0.00027234367566198744
2455510.2976935 2.0982058621296704e-05 6.9889817808897944e-06 0.0004463773043530945
2455510.3088049 2.483244580273122e-05 1.114730610106179e-05 0.0005708830822384913
2455510.3185226 2.4826742947129655e-05 7.969591703368032e-06 0.0004874842817227038
2455510.3331119 1.7425229723130397e-05 1.0879451044484956e-05 0.0002324452891917937
2455510.3428344 2.556197854060198e-05 9.199876829581455e-06 0.00021818835141365864
2455510.3539455 1.7181179625365113e-05 1.31737787372451e-05 0.00048738575968198004
2455510.363668 2.186614741172466e-05 9.22520294462607e-06 0.00045671047342490034
2455510.3747792 2.8145638903507186e-05 1.2761028509466147e-05 0.0003187756279919907
2455510.3845016 2.8094263565704213e-05 1.2035843001329285e-05 0.00030089327339935984
2455510.3956117 2.121349125409785e-05 1.2679719997264254e-05 0.0006940846352244339
2455510.4053341 2.5314772255861433e-05 1.5035300092454054e-05 0.000611537709504258
2455510.4164454 3.2228939540992875e-05 2.526878639426035e-05 0.0004105233235339028
2455510.4261678 3.4356532327575216e-05 2.3609632850799224e-05 0.0002922936432266142
2455510.437279 3.021892273665345e-05 2.683331903772724e-05 0.0005055796892343513
2455510.4469967 2.6408287240958512e-05 2.8928049727624767e-05 0.0005229793159634665
2455510.4581117 3.3908603456686085e-05 2.6234039405413252e-05 0.00038159810189013774
2455510.4678338 3.505163882231476e-05 3.199530922694305e-05 0.000329177708884933
2455510.4789452 3.8270443128647435e-05 3.04504452167008e-05 0.0006105845557644371
2455510.4886675 4.299594717132036e-05 3.5221537505303504e-05 0.0005942824324891528
2455510.4997788 0.0 0.0 0.0
2455510.5095011 4.359150013366567e-05 3.613070905445488e-05 0.00027690395555902145
2455510.5206124 3.468706240432305e-05 4.353107692201315e-05 0.0004937884897820002
2455510.5303336 4.010576443722142e-05 3.987304697146815e-05 0.0005562585359851978
2455510.541445 5.301847160443531e-05 4.745833296937162e-05 0.0004395433106313413
2455510.5511672 5.726255285925292e-05 4.570361002768299e-05 0.000372469594486353
2455510.5622786 4.197701115471708e-05 4.169998624409584e-05 0.0006689236716744991
2455510.5719963 0.0 0.0 0.0
2455510.5831122 5.2952797734787655e-05 4.7135781639592523e-05 0.0003618047722141022
2455510.5928334 5.618172260517911e-05 4.415391290772325e-05 0.00021039179472244165
2455510.6039447 5.116913525743826e-05 4.2375380757955716e-05 0.0004610581788488847
2455510.613667 4.7676285232645285e-05 3.707279798335524e-05 0.000565980810642431
2455510.6247783 4.027498087423319e-05 3.606351296568722e-05 0.00048085464444280746
2455510.6345007 3.6354637064553106e-05 3.001382456110055e-05 0.00040371446215548955
2455510.645612 3.2305471624664605e-05 3.9172579999951784e-05 0.0006589586632036477
2455510.6553331 3.855061900933542e-05 3.952535301707796e-05 0.0005829541039152073
2455510.6664444 4.7021637288092567e-05 4.0845279791851064e-05 0.0003213975593826256
2455510.6761668 5.2385489229015515e-05 4.132311318757464e-05 0.00019335166348196736
2455510.687278 4.01717258732222e-05 3.40257753272e-05 0.0005933360451639953
2455510.6969958 4.2626676013348816e-05 3.859372036269811e-05 0.0006742420614344348
2455510.7081117 4.1678336581059806e-05 3.0415125497830145e-05 0.0005186878884154371
2455510.717833 3.90491809753634e-05 2.7213165143360536e-05 0.0003833109142716086
2455510.7289442 4.1413944210245945e-05 2.790933931943188e-05 0.0006124025735690271
2455510.7386665 4.195070218535391e-05 2.6596515252983808e-05 0.0005686901273820772
2455510.7497778 3.4468316329063695e-05 2.454313831482394e-05 0.0003438043077903045
2455510.7595001 4.1423749551884597e-05 1.770087195859673e-05 0.00021980407938132428
2455510.7706114 3.657923635189135e-05 1.837544580896816e-05 0.0005924209952624783
2455510.7803327 3.169018608987382e-05 1.8832464741439585e-05 0.0006443220768205845
2455510.791444 3.300319316726217e-05 1.9109273397459392e-05 0.0005135376610069359
2455510.8011663 2.7687863414761604e-05 1.891416333093238e-05 0.00035743630459628714
2455510.8122776 2.726430428195844e-05 1.4359258108651332e-05 0.0005777531309212993
2455510.8219954 3.242426712092248e-05 1.6629315535636508e-05 0.0005610372924286168
2455510.8331112 2.194621079855414e-05 1.3521168638314465e-05 0.00038476219602405633
2455510.8428336 3.601417624150552e-05 1.7369601764364287e-05 0.00028064421586226473
2455510.8539437 3.454856489171733e-05 1.7835036442305707e-05 0.0005173369934253244
2455510.8636661 2.962175851651134e-05 1.7980593016014143e-05 0.0005915645555067122
2455510.8747773 2.9551211839808528e-05 1.655402536797228e-05 0.000489071160106823
2455510.8844997 3.199438742709397e-05 1.738528934874998e-05 0.00040521382877069245
2455510.895611 2.6688367966878812e-05 7.801867630859958e-06 0.0005686530035939538
2455510.9053334 2.3847828775690742e-05 1.1645767598852822e-05 0.0005085351827068523
2455510.9164434 2.9021950744321723e-05 2.172827788511278e-05 0.0002935969199451019
2455510.9261658 2.709061494959059e-05 1.0796717878064163e-05 0.0001464786975559513
2455510.9372771 2.8361719392157666e-05 1.340707378152442e-05 0.00043863264628309117
2455510.9469949 2.2555453001380988e-05 9.5540111403014e-06 0.0006785776973011919
2455510.961583 0.0 0.0 0.0
2455510.9713054 3.1963657508296844e-05 4.6195475230039625e-06 -5.8810994848056875e-05
2455510.9824166 2.6596238842174653e-05 1.1876150873859414e-05 0.0005515189210820193
2455510.992139 2.9031665997939388e-05 7.2525693266730055e-06 0.0005100528887181453
2455511.0032503 3.0119834426555376e-05 6.6210384447365205e-06 -1.253743440935453e-05
2455511.0129727 2.751073393272026e-05 1.0240080942338671e-05 0.0001127583711879202
2455511.0240828 2.2075506849364502e-05 9.853328680897802e-06 0.0005368356464277279
2455511.0338051 2.2264825446386308e-05 1.1713623540292975e-05 0.0006274819950372258
2455511.0449164 2.0963647606002355e-05 8.57149756325805e-06 0.00035045040059022373
2455511.0546387 1.884010598252441e-05 1.2545647726108141e-05 0.0003898465537727757
2455511.06575 1.9176706827790017e-05 1.2630074554280382e-05 0.0005288781091244845
2455511.0754678 2.5194403044549134e-05 9.488092561919278e-06 0.00047546060418261445
2455511.0865826 1.7012853274266896e-05 1.0950625938001977e-05 0.0001223097406467259
2455511.0963049 2.2479801915989656e-05 9.848119221993814e-06 0.00025120292948550805
2455511.1074162 1.7634228627024502e-05 1.2923309745633457e-05 0.0006128636874914626
2455511.1171385 1.9041114952245893e-05 1.4937648314115049e-05 0.0006333489248592927
2455511.1282498 2.380299589642112e-05 1.1768311173750026e-05 0.00043670793785845956
2455511.1379721 3.056704228560995e-05 1.0307158335894043e-05 -4.502220358251574e-05
2455511.1490834 3.0171965187762118e-05 9.672040885032793e-06 -0.0004854183060406128
2455511.1588047 2.651714781511126e-05 1.7568255210828763e-05 -0.00018807069864373025
2455511.1699159 2.7775199468792182e-05 1.1034373002005584e-05 0.00016156519123593436
2455511.1796383 2.511857904192478e-05 1.6350182139740764e-05 0.00043959177171629707
2455511.1907496 2.6280116683093898e-05 1.2768502713431335e-05 0.0006409803575829279
2455511.2004673 0.0 0.0 0.0
2455511.2115832 2.794090116442312e-05 1.5719406160984294e-05 -0.0005243489032875223
2455511.2213044 3.3536570616848327e-05 1.3250623595402446e-05 -0.0004786876732350479
2455511.2324157 3.0887874399565765e-05 1.845375538928863e-05 0.0003368013556628144
2455511.242138 2.1961103730629618e-05 1.2239527920340983e-05 0.0008702580304177356
2455511.2532493 3.962959808384291e-05 1.231285688562009e-05 -0.0007656220037010253
2455511.2629717 3.466276289336344e-05 1.6153362301069495e-05 -0.0004423859921178756
2455511.274083 3.0199966969331612e-05 1.3254658855533508e-05 0.000724946553286901
2455511.2838042 2.3047546226507572e-05 1.6013395277678113e-05 0.0006384814903023968
2455511.2949154 2.6179138472293725e-05 1.7468429231840463e-05 0.0003434565885020305
2455511.3046378 3.166196966733622e-05 2.586053040242955e-05 0.00035173835080874413
2455511.315749 2.7464073191135353e-05 1.8483713304556432e-05 0.0005682923065443846
2455511.3254668 2.0739867091980064e-05 1.97649569577579e-05 0.0005953543492920308
2455511.3365828 2.697227276765975e-05 2.157470847101138e-05 0.0004321157629370201
2455511.3463039 2.9943692610737813e-05 2.23886138266895e-05 0.00046985016605660175
2455511.3574152 3.0159048141005024e-05 2.907599593271623e-05 0.0005882926199517508
2455511.3671376 3.573107974605576e-05 3.211646352216793e-05 0.0005204063351964683
2455511.3782489 3.272707262889411e-05 3.016818957552926e-05 0.00021052525627642064
2455511.3879712 4.243457735412483e-05 3.3047739030964975e-05 0.0002166259535234349
2455511.3990824 3.618609772141466e-05 3.603788876144251e-05 0.00046669449568773275
2455511.4088037 3.033733048439217e-05 3.427531174830062e-05 0.0006249353346373882
2455511.4199149 3.4048735630958746e-05 3.312994976011185e-05 0.0003974839023996205
2455511.4296373 3.9985809360209906e-05 3.1691896694048636e-05 0.0004258622398593873
2455511.4407485 2.8272277439322065e-05 3.6435603596268385e-05 0.0005702185871772562
2455511.4504664 3.5924809084812606e-05 3.4351544514111924e-05 0.0005681513355269523
2455511.4615822 3.271750767013651e-05 3.190068442532672e-05 0.0002389915439374423
