jd, h2o, co2
2455505.7099558 0.003605459784460599 0.0030605231078932814
2455505.7307894 0.004029520130301259 0.0032563118420557108
2455505.7516231 0.005775431701637684 0.003409265086329688
2455505.7724555 0.004324636443684452 0.0037444617325772863
2455505.7932891 0.005207050835912621 0.004267929038561477
2455505.8141228 0.0 0.0
2455505.8349564 0.006695186345556986 0.005054751247230879
2455505.855789 0.008048853832421855 0.005909670613775643
2455505.8766226 0.008411717310875156 0.006146537642191954
2455505.8974562 0.00861415524521192 0.006424499364373232
2455505.9182887 0.009156977152502677 0.00647859373749886
2455505.9391222 0.009320439365913065 0.006823183294106536
2455505.9599559 0.009422199608219602 0.007381425064495702
2455505.9807896 0.00963788591545348 0.00761468705145796
2455506.001622 0.009469282665173018 0.007122285739010064
2455506.0224557 0.009185277280763422 0.006802216905445646
2455506.0432893 0.008825464001936897 0.006613433951997168
2455506.0641218 0.008057680973698906 0.006011745547434032
2455506.0849553 0.00811608522873478 0.005773323604623587
2455506.105789 0.007429040612754235 0.005549041891757536
2455506.1266226 0.007003445015945547 0.005072832198553157
2455506.1474552 0.006711585677991571 0.0047357078635771425
2455506.1682888 0.006284277599678548 0.004294415681353267
2455506.1891225 0.00544496110116299 0.004126787663819424
2455506.2099561 0.005413503227498878 0.0037836658995035175
2455506.2307887 0.004841082391287692 0.003580129228227184
2455506.2516223 0.004586096487579325 0.003265661401086885
2455506.2724559 0.004092846908996946 0.003111426245114177
2455506.2932883 0.0037207181177171616 0.0028190932775045835
2455506.3141219 0.003814548708811173 0.0027527541929665816
2455506.3349556 0.003514682240035446 0.002449095317373372
2455506.3557892 0.003156881059409893 0.0023210632469017442
2455506.3766219 0.003178664840523843 0.0023357788114372496
2455506.3974555 0.002967866280049009 0.0021644096996158053
2455506.4182892 0.003129261999790285 0.0020707430111452634
2455506.4391216 0.0028682021642184594 0.0022399945752138257
2455506.4599554 0.002733773903153847 0.002266593483176465
2455506.480789 0.0027900095726363194 0.0022845431829537346
2455506.5016225 0.0 0.0
2455506.522455 0.0 0.0
2455506.5432886 0.003350142497230844 0.0025051671766585025
2455506.5641223 0.0034745019014441494 0.002464355419604828
2455506.5849547 0.0039138583714056424 0.002715550889440207
2455506.6057884 0.0036488838139159805 0.0028301975699862726
2455506.626622 0.0035963502613506715 0.002701219590856034
2455506.6474556 0.0036477187260444736 0.0027203137150802205
2455506.6682881 0.0024525757655490615 0.002769939420561835
2455506.6891217 0.0033568472466614027 0.0028208336440414066
2455506.7099554 0.0036771210630823954 0.003192604480381261
2455506.7307879 0.0041572505196619735 0.00322928119322014
2455506.7516215 0.004221652269379274 0.0033593323676033493
2455506.7724551 0.004592900889341114 0.0033837186847668578
2455506.7932889 0.004875249339315477 0.003766545281264708
2455506.8141213 0.004808746129337942 0.0039731438896264
2455506.8349549 0.004261444525792805 0.00421054723878402
2455506.8557886 0.005338154882069906 0.0037816393626584426
2455506.876621 0.004933357009897319 0.003710856139759478
2455506.8974547 0.004713671364271683 0.003642043526903551
2455506.9182883 0.004312694959795239 0.0033250787823136414
2455506.939122 0.0040443693607635535 0.003306415826209922
2455506.9599544 0.0038545752466542967 0.00282292697698324
2455506.9807882 0.0036456429717124706 0.0025452098101080346
2455507.0016218 0.003783767749628909 0.0024382985226987296
2455507.0224542 0.0035178247268238707 0.002241286597689399
2455507.0432879 0.0033203005496366916 0.002075482173724105
2455507.0641215 0.0032182185348480167 0.0019729823146365224
2455507.0849552 0.0029758060437135437 0.0017611625849847164
2455507.1907528 0.0 0.0
2455507.2004753 0.0 0.0
2455507.2115866 0.0 0.0
2455507.2213089 0.0 0.0
2455507.2324201 0.0 0.0
2455507.2421426 0.0 0.0
2455507.2532527 0.0 0.0
2455507.262975 0.0 0.0
2455507.2740862 0.0 0.0
2455507.2838087 0.0 0.0
2455507.2949199 0.0 0.0
2455507.3046377 0.0 0.0
2455507.3157525 0.0 0.0
2455507.3254749 0.0 0.0
2455507.3365861 0.0 0.0
2455507.3463085 0.0 0.0
2455507.3574198 0.0 0.0
2455507.3671422 0.0 0.0
2455507.3782533 0.0 0.0
2455507.3879747 0.0 0.0
2455507.3990858 0.0 0.0
2455507.4088081 0.0 0.0
2455507.4199194 0.0 0.0
2455507.4296372 0.0 0.0
2455507.4407533 0.0 0.0
2455507.4504745 0.0 0.0
2455507.4615857 0.0 0.0
2455507.4713081 0.0 0.0
2455507.4824193 0.0 0.0
2455507.4921416 0.0 0.0
2455507.503253 0.0016286018866022026 0.0011833743861599567
2455507.5129742 0.004286925241572617 0.0023718231118746765
2455507.5240855 0.003922872099987244 0.0026800891556063447
2455507.5338078 0.003982919948600101 0.0024229661892316455
2455507.5449191 0.004205472016454426 0.002385280054068152
2455507.5546369 0.0037488692977476323 0.0021597749562889752
2455507.5657527 0.0036904784401620675 0.002243679643005129
2455507.5754739 0.003429905368284367 0.00200126936448131
2455507.5865853 0.0 0.0
2455507.5963076 0.0030823513704116945 0.002068142083356601
2455507.6074187 0.003240957141476294 0.0019877596780428284
2455507.6171411 0.0028670775013250587 0.001986111389282734
2455507.6282526 0.0026704804993543164 0.00187093921468499
2455507.6379737 0.0027707792724312756 0.001698289203068377
2455507.649085 0.0031309817329111724 0.0017768584442854512
2455507.6588073 0.0028227362088128257 0.0015769192078838366
2455507.6699186 0.0023745227134582157 0.0016354087199752874
2455507.6796363 0.0023103710128389225 0.001692817879183656
2455507.6907523 0.002649236300213772 0.0015502359567950486
2455507.7004747 0.002318277516517395 0.0014865278349720588
2455507.7115847 0.0023085333533231877 0.0014566657495024924
2455507.7213071 0.0022492988704089474 0.0014812335676501664
2455507.7324184 0.0021387483706442265 0.0013766342245423986
2455507.7421408 0.0022648603074714117 0.0015406130068932353
2455507.753252 0.002011591483245079 0.001386173416623999
2455507.7629744 0.0022429128947810835 0.0013211459287001631
2455507.7740846 0.002055474797576889 0.001301716128656862
2455507.7838068 0.00203203491778836 0.0013805735427968543
2455507.7949182 0.0018343670928449172 0.0012587225925869785
2455507.8046359 0.0019220516518481392 0.001410862703559756
2455507.8192252 0.0 0.0
2455507.8289476 0.0 0.0
2455507.8400589 0.0 0.0
2455507.8497813 0.0 0.0
2455507.8608925 0.0018138799704617108 0.001000033191018214
2455507.8706149 0.0018776946834800322 0.001052523824048234
2455507.881725 0.0016752154911907524 0.0009401599449777222
2455507.8914474 0.0016604761735225077 0.0009970033619294489
2455507.9025586 0.0014782641334288675 0.0009860426948159493
2455507.912281 0.0017847167785704637 0.0008347639497851324
2455507.9233923 0.0016830585911571556 0.000751441235406389
2455507.93311 0.0018223514310770352 0.0008362133642325802
2455507.9442248 0.001589571849197379 0.000758184334544109
2455507.9539472 0.0016367528122433023 0.0006310851056386523
2455507.9650584 0.0015373133127795343 0.0007241768481798356
2455507.9747808 0.0015309898700107047 0.0006478405694901502
2455507.985892 0.0015940396152046077 0.0007639478821591937
2455507.9956144 0.0016063179112559783 0.0006014272359630469
2455508.0067256 0.0014182735280381306 0.0006556299742769451
2455508.0164469 0.0014626916220286648 0.0008569554892084723
2455508.0275582 0.0012400857827249872 0.0008165148596775404
2455508.0372806 0.0017305481188618777 0.0007719519208227101
2455508.0483918 0.0013840661744011155 0.0008350850018252757
2455508.0581095 0.0 0.0
2455508.0692255 0.0014509930471579774 0.0008910932270783642
2455508.0789467 0.0017033812582065311 0.0011547427787829865
2455508.0900579 0.0016939570958076683 0.0011266099009457232
2455508.0997803 0.0015516655408826636 0.0014236822410328962
2455508.1108916 0.0018800478782589347 0.0013918220195730357
2455508.1206139 0.0019164471825270644 0.0015515802280401557
2455508.1317252 0.001154261749624557 0.0006474229467714977
2455508.1414465 0.0020647318368263766 0.001764872567344723
2455508.1525578 0.0022784895758692298 0.002013347452482882
2455508.1622801 0.002601465710154287 0.0020959942501168082
2455508.1733914 0.002368205792971869 0.002292462105202456
2455508.1831091 0.002467224924550676 0.0022454401752534654
2455508.1942249 0.002590473118504038 0.0024432435279945586
2455508.2039462 0.002984136193408391 0.0025094899747667545
2455508.2150575 0.0030204045345821376 0.0026227756532287657
2455508.2247799 0.002993138075203423 0.0027609422103075263
2455508.2358911 0.00310001981666124 0.0027448004757691553
2455508.2456135 0.0034207679356783476 0.0027208669504009565
2455508.2567248 0.0032592543104284608 0.0028745206433344376
2455508.2664461 0.0034102323654983334 0.002900047421205003
2455508.2775572 0.0034066027689293897 0.0030178863513973964
2455508.2872796 0.0035281333260481847 0.0029267684803483255
2455508.2983909 0.0033697246343737195 0.0026314548624391883
2455508.3081086 0.0033369593335962774 0.00278201560438574
2455508.3192245 0.003508201274991868 0.0027421311105345113
2455508.3289469 0.0036139192672887573 0.0026714158909473284
2455508.3400571 0.0034350427755714956 0.002512985913990708
2455508.3497794 0.003199585589660766 0.0026239995087279314
2455508.3608907 0.0032178828077409328 0.002358769177909319
2455508.3706131 0.0032104568718877916 0.0023679130707551423
2455508.3817243 0.002886775536000651 0.0022585692129146666
2455508.3914466 0.002976813542906864 0.002190067107142213
2455508.4025568 0.0031799646642772807 0.00218235557773373
2455508.4122792 0.0028372199080826995 0.002002979277499413
2455508.4233904 0.0025730260981136257 0.001947303325548635
2455508.4331082 0.0028502179907844353 0.0017498317939245078
2455508.4476964 0.0029585363124604237 0.0017190361602763427
2455508.4574187 0.0026181457939433144 0.001727717197192184
2455508.46853 0.0023577891570416287 0.0014753391092503026
2455508.4782524 0.0025080256481745957 0.0013444140355386087
2455508.4893637 0.0024262388455339214 0.0012114974884865123
2455508.4990859 0.0024781201524490624 0.0012874678279270208
2455508.5101961 0.0 0.0
2455508.5199185 0.0022289305468112383 0.0012218523751463756
2455508.5310297 0.0022325479542073803 0.001172227907469571
2455508.5407521 0.0022680599482910214 0.0010077904824936656
2455508.5518634 0.0019128771042593662 0.0010757375958064003
2455508.5615812 0.0018932705147154624 0.001148005506275735
2455508.5726958 0.0019194887283515815 0.001004810343590257
2455508.5824183 0.0018341603867577248 0.0010785045834424526
2455508.5935296 0.0017585386811687178 0.0009322822651861509
2455508.6032519 0.001807135313926485 0.0008482843314637581
2455508.6143631 0.0017188232509470986 0.0009725341203467501
2455508.6240855 0.0016803962270389627 0.0008204221016214299
2455508.6351969 0.001707983597066472 0.0006703083020540813
2455508.644918 0.0014750555351407892 0.0008779145002672314
2455508.6560293 0.0017255922910997224 0.0005891210030847127
2455508.6657517 0.001564446364575949 0.0008169155015773469
2455508.676863 0.0015100608468920122 0.0009290089516732581
2455508.6865806 0.0015667851898400799 0.0007416895169150098
2455508.6976966 0.0014866439357843876 0.0007641469039888405
2455508.7074178 0.0016627338654864633 0.0006660553938772551
2455508.718529 0.0015137060301731165 0.0006790557717150281
2455508.7282514 0.001342114969241678 0.0007095894932753797
2455508.7393627 0.0016374420800091235 0.000663237415596898
2455508.7490851 0.0014726932549175944 0.000703951304946603
2455508.7601963 0.0012622769698564197 0.0007548911089392552
2455508.7699175 0.0014470940549642555 0.0007652544238592887
2455508.7810289 0.0014467994004351502 0.0007544996267582157
2455508.7907511 0.0014860510658600498 0.0008360145391675163
2455508.8018625 0.001391783162452262 0.0008109843491832136
2455508.8115802 0.0015827641202625544 0.0008155519626304319
2455508.8226962 0.0016197491694490398 0.0010315298598484739
2455508.8324173 0.0016775262612741617 0.0009328561731208324
2455508.8435286 0.0012769955349571866 0.0007840289896846105
2455508.853251 0.0014245500783399143 0.0010160840571887704
2455508.8643623 0.0015342371987765772 0.0010133637822022901
2455508.8740846 0.001642173289323707 0.00099299400170969
2455508.8851959 0.0014232622881505783 0.0009494126068048635
2455508.8949171 0.0017955731278420197 0.0011141718893800372
2455508.9060285 0.0017179514110829879 0.0010578210540676254
2455508.9157507 0.0015744529856920148 0.0010843920253301256
2455508.9268621 0.0016516406642855387 0.001154730453552166
2455508.9365798 0.0016097303424882582 0.0012849398537167387
2455508.9476956 0.0015888478648028884 0.0012448304527685088
2455508.957418 0.0018800340556753932 0.0010175864387949392
2455508.9685282 0.001743218824932396 0.0012217144376078439
2455508.9782506 0.0017702515458422657 0.0013815693313332655
2455508.9893618 0.00168991608479344 0.0014121837616638843
2455508.9990842 0.001714129310706259 0.0014866391106214357
2455509.0101955 0.0017114293981495834 0.0015237962754269107
2455509.0199178 0.001744521666623411 0.0014200649847104585
2455509.0310279 0.0017901251359455162 0.0015907198790849452
2455509.0407503 0.001759336768269625 0.00172038595233484
2455509.0518615 0.0020092416611504718 0.0018122866493577195
2455509.0615793 0.001856683075924296 0.001870456373157945
2455509.0761686 0.0 0.0
2455509.0858911 0.0017827306628641194 0.001862763442474839
2455509.0970022 0.0018993660525879342 0.002024992617356591
2455509.1067246 0.002044852836101941 0.0019619937498352217
2455509.1178359 0.0021284584879249675 0.002122561838432251
2455509.1275583 0.0020841601358492466 0.0020187664598105472
2455509.1386684 0.0019817226543409603 0.002039756517921678
2455509.1483908 0.00212169823562223 0.002062778008659782
2455509.1595021 0.0021364162578110637 0.002041734618514086
2455509.1692244 0.0019996553686685873 0.0019197786875723686
2455509.1803357 0.0015984839726242484 0.001998168346798329
2455509.1900534 0.0 0.0
2455509.2011681 0.0019003852190524566 0.0017739029770027172
2455509.2108905 0.0019956585552050056 0.0018211432365677002
2455509.2220018 0.0019597117241657016 0.0016298392075761634
2455509.2317242 0.0017041267994967755 0.0014757285397757613
2455509.2428354 0.0018690093943053046 0.0013657532729894483
2455509.2525578 0.0017892320211742986 0.0013908890031864647
2455509.2636691 0.0014395487945602422 0.0013727266724111937
2455509.2733903 0.001601550053560303 0.0011586036135539425
2455509.2845015 0.001624287485912374 0.0011956561137959735
2455509.2942239 0.0015334919304733515 0.0011829886219589694
2455509.3053352 0.0015981703685895377 0.0011411691547906673
2455509.3150529 0.001630068637770424 0.0010204270085802305
2455509.3261688 0.001701692281953944 0.0009679573147966814
2455509.33589 0.0014693552897772774 0.0010132808976110138
2455509.3470014 0.0016000663045952024 0.000980228489659461
2455509.3567236 0.0015720365353794736 0.0010769053510983298
2455509.367835 0.001509422891036595 0.0008900496789902654
2455509.3775574 0.0015306506219566283 0.0006765998614550958
2455509.3886686 0.0013480419331195995 0.0007686275005233231
2455509.3983898 0.0013451588931812984 0.0006846357674507874
2455509.4095011 0.0012640146767897349 0.0008496325957939778
2455509.4192235 0.0014838689815193315 0.0006975493506935116
2455509.4303347 0.0013080890548601547 0.0008696285454255938
2455509.4400525 0.0013677043077671013 0.000788096066139165
2455509.4511684 0.0015032569162446042 0.0007533908358342828
2455509.4608896 0.0014279625397029094 0.0007593803588674698
2455509.4720008 0.0012250695019956712 0.000641946889149824
2455509.4817232 0.00144903910340086 0.0007644645226058818
2455509.4928346 0.0014431930890928056 0.0007785910759947697
2455509.5025568 0.0013254426997054984 0.0007834080194123209
2455509.5136681 0.0012641716565793275 0.0009619516505412849
2455509.5233894 0.0015223999474217671 0.0009026299916523674
2455509.5345007 0.0015958157519504158 0.0009068592970972617
2455509.5442229 0.0016039028526489843 0.001177985081021544
2455509.5553343 0.0014477921634142906 0.0012037230574341348
2455509.565052 0.0013484650208864693 0.0012492107600335243
2455509.5761678 0.0017818536504763212 0.0012724773660558574
2455509.5858903 0.0015429094105908507 0.0012709809618990184
2455509.5970004 0.0016597542117283758 0.0013530903831460086
2455509.6067228 0.001668051702085136 0.0014406408398598498
2455509.617834 0.0019764435526720236 0.0015289690365400525
2455509.6275564 0.0016230968626650094 0.0013802355915400828
2455509.6386677 0.001702850500429578 0.0014867862557207522
2455509.64839 0.0017979105411482506 0.00152739672313771
2455509.6595002 0.0019862400182471193 0.0015176290689810743
2455509.6692225 0.0018833849112277784 0.0016494309666356937
2455509.6803338 0.0019736070120869057 0.001476306357333431
