Created 04/28/21 by L. Feaga
HRI-IR/raw/DOY/ID/hi*_001*.fit
 
NAME                   SIZE      EXPID   OBSMIDJD         OBSDATE                 IMGMODEN IMGH027 INTTIME (ms)  TARSCR (km)   PXLSCALE (m/pix)  
DOY 298 
hi10110103_4000029_001 512 256   4000029 2455501.63125500 2010-11-01T03:08:56.430 BINFF    38      8000.33000000 3673016.53950 36730.165
hi10110104_4000031_001 512 256   4000031 2455501.67292100 2010-11-01T04:08:56.376 BINFF    38      8000.33000000 3628721.00033 36287.210
hi10110105_4000033_001 512 256   4000033 2455501.71458710 2010-11-01T05:08:56.329 BINFF    38      8000.33000000 3584423.84958 35844.238
hi10110105_4000035_001 512 256   4000035 2455501.72344010 2010-11-01T05:21:41.227 BINFF    38      8000.33000000 3575011.63994 35750.116
hi10110106_4000037_001 512 256   4000037 2455501.76730430 2010-11-01T06:24:51.093 BINFF    38      8000.33000000 3528375.67409 35283.757
hi10110107_4000039_001 512 256   4000039 2455501.80897060 2010-11-01T07:24:51.058 BINFF    38      8000.33000000 3484075.01401 34840.750
hi10110108_4000041_001 512 256   4000041 2455501.85063790 2010-11-01T08:24:51.113 BINFF    38      8000.33000000 3439771.79224 34397.718
hi10110109_4000043_001 512 256   4000043 2455501.89230390 2010-11-01T09:24:51.058 BINFF    38      8000.33000000 3395468.47872 33954.685
hi10110110_4000045_001 512 256   4000045 2455501.93397120 2010-11-01T10:24:51.113 BINFF    38      8000.33000000 3351162.39954 33511.624
hi10110111_4000047_001 512 256   4000047 2455501.97563750 2010-11-01T11:24:51.078 BINFF    38      8000.33000000 3306856.02480 33068.560
